"parent","child","parentCount","childCount","p(parent|child)"
"SmallTable","FruitBowl","2.0","16.0","0.125"
"KitchenCounter","FruitBowl","1.0","16.0","0.0625"
"EndTable","FruitBowl","1.0","16.0","0.0625"
"TableSmall","FruitBowl","2.0","16.0","0.125"
"Desk","FruitBowl","1.0","16.0","0.0625"
"DiningTable","FruitBowl","6.0","16.0","0.375"
"CoveredTable","FruitBowl","1.0","16.0","0.0625"
"Dresser","FruitBowl","1.0","16.0","0.0625"
"RoundTable","FruitBowl","4.0","16.0","0.25"
"Cabinet","VideoGameConsole","6.0","49.0","0.12244897959183673"
"TvStand","VideoGameConsole","7.0","49.0","0.14285714285714285"
"WallUnit","VideoGameConsole","33.0","49.0","0.673469387755102"
"MediaStorage","VideoGameConsole","33.0","49.0","0.673469387755102"
"Desk","VideoGameConsole","2.0","49.0","0.04081632653061224"
"Bookcase","VideoGameConsole","1.0","49.0","0.02040816326530612"
"3Shelves","VideoGameConsole","1.0","49.0","0.02040816326530612"
"EntertainmentCenter","VideoGameConsole","46.0","49.0","0.9387755102040817"
"Sideboard","VideoGameConsole","6.0","49.0","0.12244897959183673"
"ChestOfDrawers","Watch","2.0","2.0","1.0"
"Nightstand","Watch","2.0","2.0","1.0"
"Cabinet","Remote","2.0","27.0","0.07407407407407407"
"AccentTable","Remote","1.0","27.0","0.037037037037037035"
"CoffeeTable","Remote","2.0","27.0","0.07407407407407407"
"SideTable","Remote","6.0","27.0","0.2222222222222222"
"Table","Remote","8.0","27.0","0.2962962962962963"
"EntertainmentCenter","Remote","17.0","27.0","0.6296296296296297"
"Ottoman","Remote","1.0","27.0","0.037037037037037035"
"TvStand","Remote","8.0","27.0","0.2962962962962963"
"EndTable","Remote","5.0","27.0","0.18518518518518517"
"MediaStorage","Remote","7.0","27.0","0.25925925925925924"
"WallUnit","Remote","7.0","27.0","0.25925925925925924"
"Bookcase","Remote","1.0","27.0","0.037037037037037035"
"3Shelves","Remote","1.0","27.0","0.037037037037037035"
"Sideboard","Remote","2.0","27.0","0.07407407407407407"
"RoundTable","Remote","1.0","27.0","0.037037037037037035"
"Book","Pen","10.0","40.0","0.25"
"CoffeeTable","Pen","1.0","40.0","0.025"
"ScienceDesk","Pen","1.0","40.0","0.025"
"LabTable","Pen","6.0","40.0","0.15"
"4Shelves","Pen","1.0","40.0","0.025"
"ChestOfDrawers","Pen","1.0","40.0","0.025"
"LabTableCorner","Pen","2.0","40.0","0.05"
"Counter","Pen","3.0","40.0","0.075"
"CornerDesk","Pen","1.0","40.0","0.025"
"Nightstand","Pen","1.0","40.0","0.025"
"Table","Pen","5.0","40.0","0.125"
"Shelving","Pen","1.0","40.0","0.025"
"Rack","Pen","1.0","40.0","0.025"
"EndTable","Pen","1.0","40.0","0.025"
"BookOpen","Pen","9.0","40.0","0.225"
"Desk","Pen","11.0","40.0","0.275"
"DiningTable","Pen","4.0","40.0","0.1"
"Notepad","Pen","9.0","40.0","0.225"
"Cabinet","Burner","2.0","2.0","1.0"
"FumeHood","Burner","2.0","2.0","1.0"
"Bookcase","BottleCap","5.0","5.0","1.0"
"2Shelves","BottleCap","5.0","5.0","1.0"
"ShortShelving","BottleCap","5.0","5.0","1.0"
"EndTable","PowerSupply","1.0","1.0","1.0"
"ChestOfDrawers","PowerSupply","1.0","1.0","1.0"
"Nightstand","PowerSupply","1.0","1.0","1.0"
"PlateStack","Banana","1.0","2.0","0.5"
"Bowl","Banana","1.0","2.0","0.5"
"Plate","Banana","2.0","2.0","1.0"
"ChestOfDrawers","WineGlass","2.0","2.0","1.0"
"Nightstand","WineGlass","2.0","2.0","1.0"
"Cabinet","HuntingKnife","2.0","6.0","0.3333333333333333"
"Book","HuntingKnife","1.0","6.0","0.16666666666666666"
"CuttingBoard","HuntingKnife","2.0","6.0","0.3333333333333333"
"EndTable","HuntingKnife","1.0","6.0","0.16666666666666666"
"Nightstand","HuntingKnife","1.0","6.0","0.16666666666666666"
"Table","HuntingKnife","1.0","6.0","0.16666666666666666"
"Shelf","PlasmaRifle","1.0","4.0","0.25"
"Desk","PlasmaRifle","3.0","4.0","0.75"
"Sink","Mixer","2.0","4.0","0.5"
"Counter","Mixer","2.0","4.0","0.5"
"Room","Painting","2.0","2.0","1.0"
"Bed","Pants","1.0","1.0","1.0"
"Desk","Cabling","5.0","6.0","0.8333333333333334"
"Bed","Cabling","1.0","6.0","0.16666666666666666"
"Room","BrickOven","1.0","1.0","1.0"
"Shelf","ToiletPaper","1.0","4.0","0.25"
"1Shelves","ToiletPaper","1.0","4.0","0.25"
"Room","ToiletPaper","1.0","4.0","0.25"
"LabTableCorner","ToiletPaper","2.0","4.0","0.5"
"Counter","ToiletPaper","2.0","4.0","0.5"
"Plate","Sandwich","6.0","13.0","0.46153846153846156"
"Platter","Sandwich","4.0","13.0","0.3076923076923077"
"BakingSheet","Sandwich","3.0","13.0","0.23076923076923078"
"Room","6Shelves","1.0","1.0","1.0"
"Bookcase","Cage","1.0","1.0","1.0"
"2Shelves","Cage","1.0","1.0","1.0"
"ShortShelving","Cage","1.0","1.0","1.0"
"Room","Dresser","11.0","11.0","1.0"
"Book","Calculator","3.0","19.0","0.15789473684210525"
"Cabinet","Calculator","1.0","19.0","0.05263157894736842"
"ScienceDesk","Calculator","2.0","19.0","0.10526315789473684"
"LabTable","Calculator","5.0","19.0","0.2631578947368421"
"4Shelves","Calculator","1.0","19.0","0.05263157894736842"
"LabTableCorner","Calculator","1.0","19.0","0.05263157894736842"
"ChestOfDrawers","Calculator","2.0","19.0","0.10526315789473684"
"Counter","Calculator","2.0","19.0","0.10526315789473684"
"CornerDesk","Calculator","1.0","19.0","0.05263157894736842"
"Nightstand","Calculator","1.0","19.0","0.05263157894736842"
"Table","Calculator","1.0","19.0","0.05263157894736842"
"DresserWithMirror","Calculator","1.0","19.0","0.05263157894736842"
"EndTable","Calculator","4.0","19.0","0.21052631578947367"
"BookOpen","Calculator","3.0","19.0","0.15789473684210525"
"RefrigeratorBuzdolab","Calculator","1.0","19.0","0.05263157894736842"
"Desk","Calculator","5.0","19.0","0.2631578947368421"
"DiningTable","Calculator","1.0","19.0","0.05263157894736842"
"Bookcase","Calculator","1.0","19.0","0.05263157894736842"
"Dresser","Calculator","1.0","19.0","0.05263157894736842"
"WorkBench","Calculator","2.0","19.0","0.10526315789473684"
"FumeHood","Calculator","1.0","19.0","0.05263157894736842"
"FilingCabinet","Binder","2.0","6.0","0.3333333333333333"
"Desk","Binder","4.0","6.0","0.6666666666666666"
"FileCabinet","Binder","2.0","6.0","0.3333333333333333"
"Room","WorkBench","2.0","2.0","1.0"
"Room","TrashCan","26.0","26.0","1.0"
"Room","IroningBoard","1.0","1.0","1.0"
"Room","ManSitting","1.0","1.0","1.0"
"4Shelves","Pens","1.0","1.0","1.0"
"Shelving","Pens","1.0","1.0","1.0"
"Rack","Pens","1.0","1.0","1.0"
"Bed","Bear","1.0","1.0","1.0"
"CoffeeTable","Telephone","1.0","16.0","0.0625"
"4Shelves","Telephone","2.0","16.0","0.125"
"ChestOfDrawers","Telephone","1.0","16.0","0.0625"
"2Shelves","Telephone","1.0","16.0","0.0625"
"Credenza","Telephone","1.0","16.0","0.0625"
"Nightstand","Telephone","1.0","16.0","0.0625"
"Table","Telephone","1.0","16.0","0.0625"
"EntertainmentCenter","Telephone","5.0","16.0","0.3125"
"ShortShelving","Telephone","1.0","16.0","0.0625"
"EndTable","Telephone","1.0","16.0","0.0625"
"MediaStorage","Telephone","4.0","16.0","0.25"
"WallUnit","Telephone","4.0","16.0","0.25"
"Desk","Telephone","6.0","16.0","0.375"
"DeskCorner","Telephone","2.0","16.0","0.125"
"Bookcase","Telephone","3.0","16.0","0.1875"
"KitchenCounter","SpiceRack","1.0","2.0","0.5"
"LargeTable","SpiceRack","1.0","2.0","0.5"
"Counter","SpiceRack","1.0","2.0","0.5"
"DiningTable","SpiceRack","1.0","2.0","0.5"
"Table","SpiceRack","1.0","2.0","0.5"
"Shelf","BaseballCaps","1.0","1.0","1.0"
"1Shelves","BaseballCaps","1.0","1.0","1.0"
"Shelf","Soap","1.0","2.0","0.5"
"1Shelves","Soap","1.0","2.0","0.5"
"Vanity","Soap","1.0","2.0","0.5"
"SideTable","Teapot","1.0","4.0","0.25"
"DiningTable","Teapot","2.0","4.0","0.5"
"Bookcase","Teapot","1.0","4.0","0.25"
"3Shelves","Teapot","1.0","4.0","0.25"
"Table","Teapot","3.0","4.0","0.75"
"SmallTable","Teapot","2.0","4.0","0.5"
"RoundTable","Teapot","3.0","4.0","0.75"
"Room","Table","49.0","53.0","0.9245283018867925"
"Rug","Table","4.0","53.0","0.07547169811320754"
"Bookcase","PerfumeBottle","1.0","1.0","1.0"
"2Shelves","PerfumeBottle","1.0","1.0","1.0"
"ShortShelving","PerfumeBottle","1.0","1.0","1.0"
"Room","DecorativePlate","6.0","13.0","0.46153846153846156"
"EndTable","DecorativePlate","1.0","13.0","0.07692307692307693"
"CoffeeTable","DecorativePlate","1.0","13.0","0.07692307692307693"
"Plate","DecorativePlate","2.0","13.0","0.15384615384615385"
"SideTable","DecorativePlate","1.0","13.0","0.07692307692307693"
"4Shelves","DecorativePlate","2.0","13.0","0.15384615384615385"
"Bookcase","DecorativePlate","2.0","13.0","0.15384615384615385"
"Credenza","DecorativePlate","1.0","13.0","0.07692307692307693"
"Table","DecorativePlate","2.0","13.0","0.15384615384615385"
"EntertainmentCenter","DecorativePlate","1.0","13.0","0.07692307692307693"
"Desk","Mousepad","20.0","20.0","1.0"
"CornerDesk","Mousepad","1.0","20.0","0.05"
"Room","TvStand","4.0","5.0","0.8"
"Rug","TvStand","1.0","5.0","0.2"
"Room","PianoKeyboard","2.0","4.0","0.5"
"Bookcase","PianoKeyboard","2.0","4.0","0.5"
"3Shelves","PianoKeyboard","2.0","4.0","0.5"
"Room","WallLight","6.0","6.0","1.0"
"Room","ShoeRack","1.0","1.0","1.0"
"Cabinet","TestTube","10.0","31.0","0.3225806451612903"
"ScienceDesk","TestTube","4.0","31.0","0.12903225806451613"
"LabTable","TestTube","16.0","31.0","0.5161290322580645"
"SideTable","TestTube","1.0","31.0","0.03225806451612903"
"Desk","TestTube","20.0","31.0","0.6451612903225806"
"FumeHood","TestTube","10.0","31.0","0.3225806451612903"
"Room","OfficeSideChair","3.0","3.0","1.0"
"Desk","AAABattery","4.0","4.0","1.0"
"Cabinet","TestTubeHolder","3.0","10.0","0.3"
"ScienceDesk","TestTubeHolder","2.0","10.0","0.2"
"LabTable","TestTubeHolder","5.0","10.0","0.5"
"Desk","TestTubeHolder","4.0","10.0","0.4"
"Counter","TestTubeHolder","1.0","10.0","0.1"
"DiningTable","TestTubeHolder","2.0","10.0","0.2"
"Table","TestTubeHolder","2.0","10.0","0.2"
"FumeHood","TestTubeHolder","3.0","10.0","0.3"
"Room","MugRack","1.0","1.0","1.0"
"WallUnit","ControllerUgly","1.0","1.0","1.0"
"MediaStorage","ControllerUgly","1.0","1.0","1.0"
"EntertainmentCenter","ControllerUgly","1.0","1.0","1.0"
"CoffeeTable","SprayBottle","2.0","8.0","0.25"
"Oven","SprayBottle","2.0","8.0","0.25"
"Washer","SprayBottle","1.0","8.0","0.125"
"ChestOfDrawers","SprayBottle","1.0","8.0","0.125"
"ClothesRack","SprayBottle","2.0","8.0","0.25"
"Nightstand","SprayBottle","1.0","8.0","0.125"
"Table","SprayBottle","2.0","8.0","0.25"
"Rack","SprayBottle","2.0","8.0","0.25"
"Paper","PencilSharpener","1.0","6.0","0.16666666666666666"
"Desk","PencilSharpener","3.0","6.0","0.5"
"LabTableCorner","PencilSharpener","2.0","6.0","0.3333333333333333"
"Counter","PencilSharpener","2.0","6.0","0.3333333333333333"
"Room","CameraTripod","3.0","3.0","1.0"
"Room","CeilingLamp","6.0","6.0","1.0"
"Room","CornerDesk","2.0","2.0","1.0"
"CoffeeTable","Glass","1.0","21.0","0.047619047619047616"
"LabTable","Glass","1.0","21.0","0.047619047619047616"
"SideTable","Glass","4.0","21.0","0.19047619047619047"
"ChestOfDrawers","Glass","6.0","21.0","0.2857142857142857"
"LargeTable","Glass","1.0","21.0","0.047619047619047616"
"CornerDesk","Glass","1.0","21.0","0.047619047619047616"
"Nightstand","Glass","6.0","21.0","0.2857142857142857"
"Table","Glass","9.0","21.0","0.42857142857142855"
"SmallTable","Glass","1.0","21.0","0.047619047619047616"
"EndTable","Glass","3.0","21.0","0.14285714285714285"
"Vanity","Glass","1.0","21.0","0.047619047619047616"
"TableSmall","Glass","2.0","21.0","0.09523809523809523"
"Desk","Glass","5.0","21.0","0.23809523809523808"
"DiningTable","Glass","3.0","21.0","0.14285714285714285"
"RoundTable","Glass","5.0","21.0","0.23809523809523808"
"Book","Keys","1.0","13.0","0.07692307692307693"
"EndTable","Keys","1.0","13.0","0.07692307692307693"
"Desk","Keys","7.0","13.0","0.5384615384615384"
"ChestOfDrawers","Keys","1.0","13.0","0.07692307692307693"
"Wallet","Keys","2.0","13.0","0.15384615384615385"
"Notepad","Keys","2.0","13.0","0.15384615384615385"
"Nightstand","Keys","1.0","13.0","0.07692307692307693"
"Room","ScienceFridge","2.0","2.0","1.0"
"Room","KitchenCounter","1.0","1.0","1.0"
"Room","TrashCanBig","10.0","10.0","1.0"
"Vanity","Toothbrush","1.0","1.0","1.0"
"Room","Whiteboard","3.0","3.0","1.0"
"Bookcase","Van","1.0","1.0","1.0"
"3Shelves","Van","1.0","1.0","1.0"
"TableSmall","Dessert","1.0","1.0","1.0"
"DiningTable","Dessert","1.0","1.0","1.0"
"Table","Dessert","1.0","1.0","1.0"
"RoundTable","Dessert","1.0","1.0","1.0"
"Mousepad","Mouse","20.0","37.0","0.5405405405405406"
"Desk","Mouse","17.0","37.0","0.4594594594594595"
"DeskCorner","Mouse","2.0","37.0","0.05405405405405406"
"MousePad","Mouse","20.0","37.0","0.5405405405405406"
"CornerDesk","Mouse","1.0","37.0","0.02702702702702703"
"Bookcase","Person","1.0","1.0","1.0"
"3Shelves","Person","1.0","1.0","1.0"
"Desk","HardDrive","2.0","2.0","1.0"
"Bookcase","Dumbells","1.0","1.0","1.0"
"3Shelves","Dumbells","1.0","1.0","1.0"
"Room","TableLarge","3.0","4.0","0.75"
"Rug","TableLarge","1.0","4.0","0.25"
"CoffeeTable","Bowl","5.0","34.0","0.14705882352941177"
"TableLarge","Bowl","1.0","34.0","0.029411764705882353"
"LabTable","Bowl","1.0","34.0","0.029411764705882353"
"SideTable","Bowl","3.0","34.0","0.08823529411764706"
"Refrigerator","Bowl","1.0","34.0","0.029411764705882353"
"LargeTable","Bowl","1.0","34.0","0.029411764705882353"
"ChestOfDrawers","Bowl","1.0","34.0","0.029411764705882353"
"Sink","Bowl","2.0","34.0","0.058823529411764705"
"Counter","Bowl","4.0","34.0","0.11764705882352941"
"Table","Bowl","16.0","34.0","0.47058823529411764"
"DresserWithMirror","Bowl","1.0","34.0","0.029411764705882353"
"SmallTable","Bowl","1.0","34.0","0.029411764705882353"
"KitchenCounter","Bowl","2.0","34.0","0.058823529411764705"
"EndTable","Bowl","3.0","34.0","0.08823529411764706"
"TableSmall","Bowl","4.0","34.0","0.11764705882352941"
"Plate","Bowl","1.0","34.0","0.029411764705882353"
"Desk","Bowl","7.0","34.0","0.20588235294117646"
"Fridge","Bowl","1.0","34.0","0.029411764705882353"
"Pan","Bowl","2.0","34.0","0.058823529411764705"
"CoveredTable","Bowl","1.0","34.0","0.029411764705882353"
"DiningTable","Bowl","7.0","34.0","0.20588235294117646"
"Dresser","Bowl","1.0","34.0","0.029411764705882353"
"RoundTable","Bowl","6.0","34.0","0.17647058823529413"
"Room","WallClock","18.0","18.0","1.0"
"Room","DecorativeAccessory","6.0","10.0","0.6"
"CoffeeTable","DecorativeAccessory","1.0","10.0","0.1"
"4Shelves","DecorativeAccessory","2.0","10.0","0.2"
"Bookcase","DecorativeAccessory","2.0","10.0","0.2"
"Credenza","DecorativeAccessory","1.0","10.0","0.1"
"Table","DecorativeAccessory","1.0","10.0","0.1"
"EntertainmentCenter","DecorativeAccessory","1.0","10.0","0.1"
"Room","Anime","1.0","1.0","1.0"
"Room","Luggage","1.0","2.0","0.5"
"LuggageRack","Luggage","1.0","2.0","0.5"
"Rack","Luggage","1.0","2.0","0.5"
"TvStand","Webcam","2.0","12.0","0.16666666666666666"
"WallUnit","Webcam","3.0","12.0","0.25"
"MediaStorage","Webcam","3.0","12.0","0.25"
"Monitor","Webcam","5.0","12.0","0.4166666666666667"
"Desk","Webcam","2.0","12.0","0.16666666666666666"
"EntertainmentCenter","Webcam","5.0","12.0","0.4166666666666667"
"Shelf","DeskLamp","1.0","27.0","0.037037037037037035"
"4Shelves","DeskLamp","1.0","27.0","0.037037037037037035"
"Desk","DeskLamp","21.0","27.0","0.7777777777777778"
"ChestOfDrawers","DeskLamp","5.0","27.0","0.18518518518518517"
"CornerDesk","DeskLamp","1.0","27.0","0.037037037037037035"
"Dresser","DeskLamp","2.0","27.0","0.07407407407407407"
"Nightstand","DeskLamp","4.0","27.0","0.14814814814814814"
"Rack","DeskLamp","1.0","27.0","0.037037037037037035"
"Room","HandDryer","3.0","3.0","1.0"
"WallUnit","RacingWheel","3.0","3.0","1.0"
"MediaStorage","RacingWheel","3.0","3.0","1.0"
"EntertainmentCenter","RacingWheel","3.0","3.0","1.0"
"CoffeeTable","DrinkingUtensil","6.0","94.0","0.06382978723404255"
"TableLarge","DrinkingUtensil","9.0","94.0","0.09574468085106383"
"LabTable","DrinkingUtensil","1.0","94.0","0.010638297872340425"
"CoffeeMaker","DrinkingUtensil","2.0","94.0","0.02127659574468085"
"LargeTable","DrinkingUtensil","1.0","94.0","0.010638297872340425"
"ChestOfDrawers","DrinkingUtensil","7.0","94.0","0.07446808510638298"
"MediaPlayer","DrinkingUtensil","2.0","94.0","0.02127659574468085"
"Table","DrinkingUtensil","44.0","94.0","0.46808510638297873"
"SmallTable","DrinkingUtensil","9.0","94.0","0.09574468085106383"
"DecorativePlate","DrinkingUtensil","2.0","94.0","0.02127659574468085"
"EndTable","DrinkingUtensil","12.0","94.0","0.1276595744680851"
"Vanity","DrinkingUtensil","2.0","94.0","0.02127659574468085"
"Plate","DrinkingUtensil","2.0","94.0","0.02127659574468085"
"Desk","DrinkingUtensil","17.0","94.0","0.18085106382978725"
"RoundTable","DrinkingUtensil","20.0","94.0","0.2127659574468085"
"Magazines","DrinkingUtensil","2.0","94.0","0.02127659574468085"
"Coaster","DrinkingUtensil","10.0","94.0","0.10638297872340426"
"SideTable","DrinkingUtensil","13.0","94.0","0.13829787234042554"
"DvdPlayer","DrinkingUtensil","2.0","94.0","0.02127659574468085"
"Sink","DrinkingUtensil","4.0","94.0","0.0425531914893617"
"CornerDesk","DrinkingUtensil","1.0","94.0","0.010638297872340425"
"Nightstand","DrinkingUtensil","8.0","94.0","0.0851063829787234"
"TableSmall","DrinkingUtensil","5.0","94.0","0.05319148936170213"
"DiningTable","DrinkingUtensil","23.0","94.0","0.24468085106382978"
"Bookcase","DrinkingUtensil","2.0","94.0","0.02127659574468085"
"3Shelves","DrinkingUtensil","2.0","94.0","0.02127659574468085"
"Desk","TableClock","7.0","19.0","0.3684210526315789"
"4Shelves","TableClock","2.0","19.0","0.10526315789473684"
"ChestOfDrawers","TableClock","10.0","19.0","0.5263157894736842"
"Bookcase","TableClock","2.0","19.0","0.10526315789473684"
"Dresser","TableClock","1.0","19.0","0.05263157894736842"
"Nightstand","TableClock","10.0","19.0","0.5263157894736842"
"TableSmall","Platter","1.0","1.0","1.0"
"DiningTable","Platter","1.0","1.0","1.0"
"Table","Platter","1.0","1.0","1.0"
"RoundTable","Platter","1.0","1.0","1.0"
"KitchenCounter","Pan","1.0","11.0","0.09090909090909091"
"Oven","Pan","6.0","11.0","0.5454545454545454"
"Counter","Pan","1.0","11.0","0.09090909090909091"
"Sink","Pan","2.0","11.0","0.18181818181818182"
"Grill","Pan","2.0","11.0","0.18181818181818182"
"Desk","MousePad","20.0","20.0","1.0"
"CornerDesk","MousePad","1.0","20.0","0.05"
"EndTable","AquariumBioreactor","2.0","2.0","1.0"
"WorkBench","AquariumBioreactor","2.0","2.0","1.0"
"ChestOfDrawers","ScienceEquipment","2.0","2.0","1.0"
"ScienceFridge","ScienceEquipment","2.0","2.0","1.0"
"Room","Desktop","17.0","33.0","0.5151515151515151"
"MacMini","Desktop","2.0","33.0","0.06060606060606061"
"Desk","Desktop","14.0","33.0","0.42424242424242425"
"Computer","Desktop","2.0","33.0","0.06060606060606061"
"Desktop","Desktop","2.0","33.0","0.06060606060606061"
"Room","Man","1.0","2.0","0.5"
"Couch","Man","1.0","2.0","0.5"
"Room","CeilingLight","6.0","6.0","1.0"
"EndTable","OpenNotebookWeird","2.0","2.0","1.0"
"WorkBench","OpenNotebookWeird","2.0","2.0","1.0"
"ChestOfDrawers","Screwdriver","2.0","2.0","1.0"
"Nightstand","Screwdriver","2.0","2.0","1.0"
"TableLarge","Pencils","1.0","1.0","1.0"
"DiningTable","Pencils","1.0","1.0","1.0"
"Table","Pencils","1.0","1.0","1.0"
"CuttingBoard","Carrot","4.0","5.0","0.8"
"Plate","Carrot","1.0","5.0","0.2"
"Shelf","Trophy","8.0","53.0","0.1509433962264151"
"WallUnit","Trophy","2.0","53.0","0.03773584905660377"
"MediaStorage","Trophy","2.0","53.0","0.03773584905660377"
"Desk","Trophy","4.0","53.0","0.07547169811320754"
"4Shelves","Trophy","29.0","53.0","0.5471698113207547"
"Bookcase","Trophy","15.0","53.0","0.2830188679245283"
"3Shelves","Trophy","6.0","53.0","0.11320754716981132"
"EntertainmentCenter","Trophy","2.0","53.0","0.03773584905660377"
"Shelving","Trophy","30.0","53.0","0.5660377358490566"
"Rack","Trophy","20.0","53.0","0.37735849056603776"
"4Shelves","Marker","5.0","5.0","1.0"
"Shelving","Marker","5.0","5.0","1.0"
"Rack","Marker","5.0","5.0","1.0"
"CoffeeTable","Bag","1.0","13.0","0.07692307692307693"
"Room","Bag","3.0","13.0","0.23076923076923078"
"Rug","Bag","1.0","13.0","0.07692307692307693"
"4Shelves","Bag","2.0","13.0","0.15384615384615385"
"ShoeRack","Bag","1.0","13.0","0.07692307692307693"
"ChestOfDrawers","Bag","5.0","13.0","0.38461538461538464"
"Bookcase","Bag","2.0","13.0","0.15384615384615385"
"Dresser","Bag","5.0","13.0","0.38461538461538464"
"2Shelves","Bag","1.0","13.0","0.07692307692307693"
"Table","Bag","1.0","13.0","0.07692307692307693"
"DresserWithMirror","Bag","5.0","13.0","0.38461538461538464"
"Rack","Bag","1.0","13.0","0.07692307692307693"
"Room","Bathtub","1.0","1.0","1.0"
"Bookcase","Football","2.0","2.0","1.0"
"3Shelves","Football","1.0","2.0","0.5"
"2Shelves","Football","1.0","2.0","0.5"
"Shelving","Football","1.0","2.0","0.5"
"ShortShelving","Football","1.0","2.0","0.5"
"Room","4Shelves","9.0","13.0","0.6923076923076923"
"1Shelves","4Shelves","4.0","13.0","0.3076923076923077"
"Bookcase","4Shelves","4.0","13.0","0.3076923076923077"
"Shelving","4Shelves","4.0","13.0","0.3076923076923077"
"EndTable","LampWeird","1.0","1.0","1.0"
"Nightstand","LampWeird","1.0","1.0","1.0"
"Table","LampWeird","1.0","1.0","1.0"
"CoffeeTable","ToyFigure","1.0","125.0","0.008"
"Shelf","ToyFigure","25.0","125.0","0.2"
"TableLarge","ToyFigure","1.0","125.0","0.008"
"4Shelves","ToyFigure","32.0","125.0","0.256"
"ChestOfDrawers","ToyFigure","10.0","125.0","0.08"
"Crackers","ToyFigure","1.0","125.0","0.008"
"2Shelves","ToyFigure","8.0","125.0","0.064"
"Table","ToyFigure","3.0","125.0","0.024"
"CerealBox","ToyFigure","1.0","125.0","0.008"
"EntertainmentCenter","ToyFigure","18.0","125.0","0.144"
"TvStand","ToyFigure","2.0","125.0","0.016"
"MediaStorage","ToyFigure","16.0","125.0","0.128"
"WallUnit","ToyFigure","16.0","125.0","0.128"
"Desk","ToyFigure","10.0","125.0","0.08"
"RoundTable","ToyFigure","1.0","125.0","0.008"
"SideTable","ToyFigure","1.0","125.0","0.008"
"CornerDesk","ToyFigure","1.0","125.0","0.008"
"DresserWithMirror","ToyFigure","3.0","125.0","0.024"
"Nightstand","ToyFigure","1.0","125.0","0.008"
"Shelving","ToyFigure","32.0","125.0","0.256"
"ShortShelving","ToyFigure","2.0","125.0","0.016"
"Rack","ToyFigure","23.0","125.0","0.184"
"Bookcase","ToyFigure","37.0","125.0","0.296"
"DiningTable","ToyFigure","2.0","125.0","0.016"
"3Shelves","ToyFigure","20.0","125.0","0.16"
"Dresser","ToyFigure","10.0","125.0","0.08"
"Bed","ToyFigure","1.0","125.0","0.008"
"Room","Toilet","1.0","1.0","1.0"
"TvStand","Chest","2.0","9.0","0.2222222222222222"
"CoffeeTable","Chest","1.0","9.0","0.1111111111111111"
"Room","Chest","3.0","9.0","0.3333333333333333"
"4Shelves","Chest","1.0","9.0","0.1111111111111111"
"Bookcase","Chest","3.0","9.0","0.3333333333333333"
"2Shelves","Chest","2.0","9.0","0.2222222222222222"
"Table","Chest","1.0","9.0","0.1111111111111111"
"EntertainmentCenter","Chest","2.0","9.0","0.2222222222222222"
"Shelving","Chest","2.0","9.0","0.2222222222222222"
"CoffeeTable","Chess","6.0","7.0","0.8571428571428571"
"TableSmall","Chess","2.0","7.0","0.2857142857142857"
"DiningTable","Chess","1.0","7.0","0.14285714285714285"
"Table","Chess","7.0","7.0","1.0"
"RoundTable","Chess","1.0","7.0","0.14285714285714285"
"WallUnit","Xbox","5.0","5.0","1.0"
"MediaStorage","Xbox","5.0","5.0","1.0"
"EntertainmentCenter","Xbox","5.0","5.0","1.0"
"Bookcase","Car","1.0","1.0","1.0"
"3Shelves","Car","1.0","1.0","1.0"
"ServingTray","Fork","2.0","4.0","0.5"
"Plate","Fork","2.0","4.0","0.5"
"Room","Cat","1.0","1.0","1.0"
"RecyclingBin","Can","14.0","31.0","0.45161290322580644"
"CoffeeTable","Can","1.0","31.0","0.03225806451612903"
"Desk","Can","15.0","31.0","0.4838709677419355"
"LargeTable","Can","1.0","31.0","0.03225806451612903"
"DiningTable","Can","1.0","31.0","0.03225806451612903"
"Table","Can","2.0","31.0","0.06451612903225806"
"Room","Scientist","1.0","1.0","1.0"
"RecyclingBin","SodaCan","14.0","31.0","0.45161290322580644"
"CoffeeTable","SodaCan","1.0","31.0","0.03225806451612903"
"Desk","SodaCan","15.0","31.0","0.4838709677419355"
"LargeTable","SodaCan","1.0","31.0","0.03225806451612903"
"DiningTable","SodaCan","1.0","31.0","0.03225806451612903"
"Table","SodaCan","2.0","31.0","0.06451612903225806"
"EndTable","Cap","1.0","6.0","0.16666666666666666"
"Shelf","Cap","1.0","6.0","0.16666666666666666"
"1Shelves","Cap","1.0","6.0","0.16666666666666666"
"TableLarge","Cap","1.0","6.0","0.16666666666666666"
"7Shelves","Cap","1.0","6.0","0.16666666666666666"
"SideTable","Cap","1.0","6.0","0.16666666666666666"
"ChestOfDrawers","Cap","1.0","6.0","0.16666666666666666"
"DiningTable","Cap","1.0","6.0","0.16666666666666666"
"Bookcase","Cap","2.0","6.0","0.3333333333333333"
"Dresser","Cap","1.0","6.0","0.16666666666666666"
"3Shelves","Cap","1.0","6.0","0.16666666666666666"
"Table","Cap","2.0","6.0","0.3333333333333333"
"Shelving","Cap","1.0","6.0","0.16666666666666666"
"Cabinet","Flask","13.0","44.0","0.29545454545454547"
"ScienceDesk","Flask","7.0","44.0","0.1590909090909091"
"LabTable","Flask","18.0","44.0","0.4090909090909091"
"ChestOfDrawers","Flask","2.0","44.0","0.045454545454545456"
"Counter","Flask","4.0","44.0","0.09090909090909091"
"Table","Flask","10.0","44.0","0.22727272727272727"
